Pickup_Point__1,Type__1,Appendix__1,StartDate1,EndDate1
112038396,Miscellaneous,6007,01/06/2020,31/12/2020
112038396,Milk Collection (DK),955,22/09/2020,31/12/4000
112038401,Milk Collection (DK),950,22/09/2020,31/12/4000
112038401,Milk Collection (DK),970,01/10/2020,31/12/4000
112038401,Milk Collection (DK),955,22/09/2020,31/12/4000
112038401,Milk Collection (DK),926,22/09/2020,31/12/4000
112038401,Miscellaneous,6007,01/06/2020,31/12/2020
112038401,Miscellaneous,6007,21/12/2004,25/06/2020
112038401,Miscellaneous,6014,01/09/2020,30/11/2020
112038401,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038407,Miscellaneous,6007,01/06/2020,31/12/2020
112038407,Miscellaneous,6014,01/09/2020,30/11/2020
112038407,Milk Collection (DK),970,01/10/2020,31/12/4000
112038407,Milk Collection (DK),955,22/09/2020,31/12/4000
112038407,Milk Collection (DK),950,22/09/2020,31/12/4000
112038407,Milk Standard (DK),OR,01/10/2020,31/12/4000
112038418,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038418,Milk Collection (DK),970,01/10/2020,31/12/4000
112038418,Miscellaneous,6007,01/06/2020,31/12/2020
112038418,Milk Collection (DK),955,22/09/2020,31/12/4000
112038418,Miscellaneous,6014,01/09/2020,30/11/2020
112038418,Milk Collection (DK),950,22/09/2020,31/12/4000
112038426,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038453,Miscellaneous,6007,01/06/2020,31/12/2020
112038453,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038453,Milk Collection (DK),955,22/09/2020,31/12/4000
112038453,Miscellaneous,6014,01/09/2020,30/11/2020
112038453,Milk Collection (DK),970,01/10/2020,31/12/4000
112038456,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038456,Milk Collection (DK),955,22/09/2020,31/12/4000
112038501,Miscellaneous,6007,01/06/2020,31/12/2020
112038501,Milk Collection (DK),970,01/10/2020,31/12/4000
112038501,Miscellaneous,6014,01/09/2020,30/11/2020
112038501,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038501,Milk Collection (DK),955,22/09/2020,31/12/4000
112038526,Milk Collection (DK),970,01/10/2020,31/12/4000
112038526,Miscellaneous,6007,01/06/2020,31/12/2020
112038526,Milk Standard (DK),NG,01/10/2020,31/12/4000
112038526,Miscellaneous,6014,01/09/2020,30/11/2020
112038526,Milk Collection (DK),950,22/09/2020,31/12/4000
112038526,Milk Collection (DK),955,22/09/2020,31/12/4000
112038549,Milk Collection (DK),970,01/10/2020,31/12/4000
112038549,Miscellaneous,6007,01/06/2020,31/12/2020
112038549,Milk Collection (DK),950,22/09/2020,31/12/4000
112038549,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038549,Miscellaneous,6014,01/09/2020,30/11/2020
112038550,Miscellaneous,6014,01/09/2020,30/11/2020
112038550,Miscellaneous,6007,01/06/2020,31/12/2020
112038550,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038553,Miscellaneous,6007,01/06/2020,31/12/2020
112038553,Miscellaneous,6014,01/09/2020,30/11/2020
112038553,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038568,Milk Collection (DK),926,22/09/2020,31/12/4000
112038568,Milk Collection (DK),955,22/09/2020,31/12/4000
112038568,Miscellaneous,6014,01/09/2020,30/11/2020
112038568,Miscellaneous,6007,01/06/2020,31/12/2020
112038568,Milk Standard (DK),OR,01/10/2020,31/12/4000
112038584,Milk Collection (DK),950,22/09/2020,31/12/4000
112038584,Milk Standard (DK),NG,01/10/2020,31/12/4000
112038584,Milk Collection (DK),955,22/09/2020,31/12/4000
112038584,Miscellaneous,6014,01/09/2020,30/11/2020
112038584,Miscellaneous,6007,01/06/2020,31/12/2020
112038584,Milk Collection (DK),970,01/10/2020,31/12/4000
112038596,Miscellaneous,6014,01/09/2020,30/11/2020
112038596,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038596,Miscellaneous,6007,01/06/2020,31/12/2020
112038610,Milk Standard (DK),NG,01/10/2020,31/12/4000
112038610,Milk Collection (DK),955,22/09/2020,31/12/4000
112038610,Miscellaneous,6007,01/06/2020,31/12/2020
112038610,Miscellaneous,6014,01/09/2020,30/11/2020
112038611,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038611,Miscellaneous,6014,01/09/2020,30/11/2020
112038611,Miscellaneous,6007,01/06/2020,31/12/2020
112038611,Milk Collection (DK),955,22/09/2020,31/12/4000
112038631,Milk Collection (DK),955,22/09/2020,31/12/4000
112038631,Milk Collection (DK),950,22/09/2020,31/12/4000
112038631,Miscellaneous,6007,01/06/2020,31/12/2020
112038631,Milk Collection (DK),970,01/10/2020,31/12/4000
112038631,Miscellaneous,6014,01/09/2020,30/11/2020
112038631,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038637,Milk Collection (DK),955,22/09/2020,31/12/4000
112038637,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038637,Miscellaneous,6014,01/09/2020,30/11/2020
112038637,Miscellaneous,6007,01/06/2020,31/12/2020
112038637,Milk Collection (DK),970,01/10/2020,31/12/4000
112038637,Milk Collection (DK),950,22/09/2020,31/12/4000
112038649,Milk Collection (DK),950,22/09/2020,31/12/4000
112038649,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038649,Milk Collection (DK),955,22/09/2020,31/12/4000
112038700,Miscellaneous,6014,01/09/2020,30/11/2020
112038700,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038700,Milk Collection (DK),970,01/10/2020,31/12/4000
112038700,Milk Collection (DK),955,22/09/2020,31/12/4000
112038700,Milk Collection (DK),950,22/09/2020,31/12/4000
112038700,Miscellaneous,6007,01/06/2020,31/12/2020
112038723,Miscellaneous,6014,01/09/2020,30/11/2020
112038723,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038723,Miscellaneous,6007,01/06/2020,31/12/2020
112038723,Milk Collection (DK),955,22/09/2020,31/12/4000
112038723,Milk Collection (DK),950,22/09/2020,31/12/4000
112038723,Milk Collection (DK),970,01/10/2020,31/12/4000
112038727,Milk Collection (DK),950,22/09/2020,31/12/4000
112038727,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038729,Milk Collection (DK),955,22/09/2020,31/12/4000
112038729,Milk Collection (DK),970,01/10/2020,31/12/4000
112038729,Milk Collection (DK),950,22/09/2020,31/12/4000
112038729,Miscellaneous,6007,01/06/2020,31/12/2020
112038729,Miscellaneous,6014,01/09/2020,30/11/2020
112038729,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038735,Miscellaneous,6007,01/06/2020,31/12/2020
112038735,Milk Collection (DK),970,01/10/2020,31/12/4000
112038735,Milk Collection (DK),955,22/09/2020,31/12/4000
112038735,Miscellaneous,6014,01/09/2020,30/11/2020
112038735,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038740,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038749,Miscellaneous,6014,01/09/2020,30/11/2020
112038749,Miscellaneous,6007,01/06/2020,31/12/2020
112038749,Milk Collection (DK),970,01/10/2020,31/12/4000
112038749,Milk Collection (DK),955,22/09/2020,31/12/4000
112038749,Milk Collection (DK),950,22/09/2020,31/12/4000
112038749,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038761,Miscellaneous,6014,01/09/2020,30/11/2020
112038761,Milk Collection (DK),950,22/09/2020,31/12/4000
112038761,Milk Collection (DK),955,22/09/2020,31/12/4000
112038761,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038761,Milk Collection (DK),970,01/10/2020,31/12/4000
112038761,Miscellaneous,6007,01/06/2020,31/12/2020
112038763,Milk Collection (DK),955,22/09/2020,31/12/4000
112038763,Milk Collection (DK),950,22/09/2020,31/12/4000
112038763,Miscellaneous,6007,01/06/2020,31/12/2020
112038763,Milk Collection (DK),970,01/10/2020,31/12/4000
112038763,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038763,Miscellaneous,6014,01/09/2020,30/11/2020
112038792,Milk Collection (DK),950,22/09/2020,31/12/4000
112038792,Milk Collection (DK),955,22/09/2020,31/12/4000
112038792,Miscellaneous,6007,01/06/2020,31/12/2020
112038792,Miscellaneous,6014,01/09/2020,30/11/2020
112038792,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038792,Milk Collection (DK),970,01/10/2020,31/12/4000
112038795,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038795,Miscellaneous,6007,01/06/2020,31/12/2020
112038795,Miscellaneous,6014,01/09/2020,30/11/2020
112038795,Milk Collection (DK),970,01/10/2020,31/12/4000
112038795,Milk Collection (DK),955,22/09/2020,31/12/4000
112038795,Milk Collection (DK),950,22/09/2020,31/12/4000
112038825,Miscellaneous,6014,01/09/2020,30/11/2020
112038825,Miscellaneous,6007,01/06/2020,31/12/2020
112038825,Milk Concepts (DK),6006,01/10/2020,31/12/4000
112038825,Milk Collection (DK),955,22/09/2020,31/12/4000
112038825,Milk Standard (DK),NG,01/10/2020,31/12/4000
112038836,Milk Collection (DK),950,22/09/2020,31/12/4000
112038836,Miscellaneous,6007,01/06/2020,31/12/2020
112038836,Milk Collection (DK),970,01/10/2020,31/12/4000
112038836,Milk Collection (DK),955,22/09/2020,31/12/4000
112038836,Miscellaneous,6014,01/09/2020,30/11/2020
112038836,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038861,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038861,Miscellaneous,6007,01/06/2020,31/12/2020
112038861,Miscellaneous,6014,01/09/2020,30/11/2020
112038861,Milk Collection (DK),955,22/09/2020,31/12/4000
112038861,Milk Collection (DK),970,01/10/2020,31/12/4000
112038861,Milk Collection (DK),950,22/09/2020,31/12/4000
112038863,Miscellaneous,6007,01/06/2020,31/12/2020
112038863,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038863,Milk Collection (DK),950,22/09/2020,31/12/4000
112038863,Milk Collection (DK),955,22/09/2020,31/12/4000
112038884,Miscellaneous,6014,01/09/2020,30/11/2020
112038884,Miscellaneous,6007,01/06/2020,31/12/2020
112038884,Milk Collection (DK),955,22/09/2020,31/12/4000
112038884,Milk Collection (DK),950,22/09/2020,31/12/4000
112038884,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038889,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038889,Miscellaneous,6014,01/09/2020,30/11/2020
112038889,Miscellaneous,6007,01/06/2020,31/12/2020
112038903,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038903,Milk Collection (DK),950,22/09/2020,31/12/4000
112038903,Milk Collection (DK),955,22/09/2020,31/12/4000
112038903,Miscellaneous,6007,01/06/2020,31/12/2020
112038903,Miscellaneous,6014,01/09/2020,30/11/2020
112038903,Milk Collection (DK),970,01/10/2020,31/12/4000
112038911,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038911,Miscellaneous,6007,01/06/2020,31/12/2020
112038911,Milk Collection (DK),955,22/09/2020,31/12/4000
112038911,Milk Collection (DK),950,22/09/2020,31/12/4000
112038911,Miscellaneous,6014,01/09/2020,30/11/2020
112038911,Milk Collection (DK),970,01/10/2020,31/12/4000
112038919,Milk Collection (DK),950,22/09/2020,31/12/4000
112038919,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038924,Milk Collection (DK),950,22/09/2020,31/12/4000
112038924,Milk Collection (DK),970,01/10/2020,31/12/4000
112038924,Miscellaneous,6014,01/09/2020,30/11/2020
112038924,Miscellaneous,6007,01/06/2020,31/12/2020
112038924,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038924,Milk Collection (DK),955,22/09/2020,31/12/4000
112038928,Milk Collection (DK),950,22/09/2020,31/12/4000
112038928,Milk Collection (DK),955,22/09/2020,31/12/4000
112038928,Miscellaneous,6014,01/09/2020,30/11/2020
112038928,Milk Collection (DK),970,01/10/2020,31/12/4000
112038928,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038928,Miscellaneous,6007,01/06/2020,31/12/2020
112038929,Milk Collection (DK),970,01/10/2020,31/12/4000
112038929,Milk Collection (DK),955,22/09/2020,31/12/4000
112038929,Miscellaneous,6007,01/06/2020,31/12/2020
112038929,Milk Collection (DK),950,22/09/2020,31/12/4000
112038929,Miscellaneous,6014,01/09/2020,30/11/2020
112038929,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038941,Miscellaneous,6007,01/06/2020,31/12/2020
112038941,Milk Collection (DK),950,22/09/2020,31/12/4000
112038941,Miscellaneous,6014,01/09/2020,30/11/2020
112038941,Milk Collection (DK),955,22/09/2020,31/12/4000
112038941,Milk Collection (DK),970,01/10/2020,31/12/4000
112038941,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038946,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038950,Miscellaneous,6014,01/09/2020,30/11/2020
112038950,Miscellaneous,6007,01/06/2020,31/12/2020
112038950,Milk Collection (DK),970,01/10/2020,31/12/4000
112038950,Milk Collection (DK),950,22/09/2020,31/12/4000
112038950,Milk Collection (DK),955,22/09/2020,31/12/4000
112038950,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038953,Miscellaneous,6014,01/09/2020,30/11/2020
112038953,Milk Collection (DK),955,22/09/2020,31/12/4000
112038953,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038955,Miscellaneous,6014,01/09/2020,30/11/2020
112038955,Milk Collection (DK),950,22/09/2020,31/12/4000
112038955,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038955,Miscellaneous,6007,01/06/2020,31/12/2020
112038955,Milk Collection (DK),955,22/09/2020,31/12/4000
112038957,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038957,Milk Collection (DK),955,22/09/2020,31/12/4000
112038960,Miscellaneous,6007,01/06/2020,31/12/2020
112038960,Milk Collection (DK),970,01/10/2020,31/12/4000
112038960,Miscellaneous,6014,01/09/2020,30/11/2020
112038960,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038960,Milk Collection (DK),955,22/09/2020,31/12/4000
112038961,Miscellaneous,6007,01/06/2020,31/12/2020
112038961,Milk Standard (DK),NG,01/10/2020,31/12/4000
112038961,Milk Collection (DK),950,22/09/2020,31/12/4000
112038961,Milk Collection (DK),955,22/09/2020,31/12/4000
112038961,Miscellaneous,6014,01/09/2020,30/11/2020
112038961,Milk Collection (DK),970,01/10/2020,31/12/4000
112038995,Milk Collection (DK),970,01/10/2020,31/12/4000
112038995,Milk Collection (DK),955,22/09/2020,31/12/4000
112038995,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038995,Miscellaneous,6014,01/09/2020,30/11/2020
112038995,Milk Collection (DK),950,22/09/2020,31/12/4000
112038995,Miscellaneous,6007,01/06/2020,31/12/2020
112038996,Milk Standard (DK),AM,01/10/2020,31/12/4000
112038997,Milk Collection (DK),955,22/09/2020,31/12/4000
112038997,Milk Standard (DK),NG,01/10/2020,31/12/4000
112039002,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039020,Miscellaneous,6014,01/09/2020,30/11/2020
112039020,Milk Collection (DK),970,01/10/2020,31/12/4000
112039020,Miscellaneous,6007,01/06/2020,31/12/2020
112039020,Milk Collection (DK),955,22/09/2020,31/12/4000
112039020,Milk Collection (DK),950,22/09/2020,31/12/4000
112039020,Milk Standard (DK),NG,01/10/2020,31/12/4000
112039020,Milk Concepts (DK),6005,01/10/2020,31/12/4000
112039032,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039032,Milk Collection (DK),955,22/09/2020,31/12/4000
112039032,Miscellaneous,6007,01/06/2020,31/12/2020
112039032,Milk Collection (DK),950,22/09/2020,31/12/4000
112039032,Milk Collection (DK),970,01/10/2020,31/12/4000
112039032,Miscellaneous,6014,01/09/2020,30/11/2020
112039039,Milk Collection (DK),950,22/09/2020,31/12/4000
112039039,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039039,Miscellaneous,6007,01/06/2020,31/12/2020
112039039,Miscellaneous,6014,01/09/2020,30/11/2020
112039039,Milk Collection (DK),970,01/10/2020,31/12/4000
112039039,Milk Collection (DK),955,22/09/2020,31/12/4000
112039044,Milk Collection (DK),970,01/10/2020,31/12/4000
112039044,Miscellaneous,6014,01/09/2020,30/11/2020
112039044,Milk Collection (DK),955,22/09/2020,31/12/4000
112039044,Milk Collection (DK),950,22/09/2020,31/12/4000
112039044,Milk Standard (DK),OR,01/10/2020,31/12/4000
112039044,Miscellaneous,6007,01/06/2020,31/12/2020
112039069,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039073,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039073,Miscellaneous,6007,01/06/2020,31/12/2020
112039073,Miscellaneous,6014,01/09/2020,30/11/2020
112039101,Miscellaneous,6014,01/09/2020,30/11/2020
112039101,Milk Collection (DK),955,22/09/2020,31/12/4000
112039101,Milk Collection (DK),970,01/10/2020,31/12/4000
112039101,Miscellaneous,6007,01/06/2020,31/12/2020
112039101,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039101,Milk Collection (DK),950,22/09/2020,31/12/4000
112039107,Milk Collection (DK),955,22/09/2020,31/12/4000
112039107,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039107,Milk Collection (DK),950,22/09/2020,31/12/4000
112039145,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039153,Milk Collection (DK),970,01/10/2020,31/12/4000
112039153,Miscellaneous,6007,01/06/2020,31/12/2020
112039153,Milk Collection (DK),955,22/09/2020,31/12/4000
112039153,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039153,Miscellaneous,6014,01/09/2020,30/11/2020
112039153,Milk Collection (DK),950,22/09/2020,31/12/4000
112039157,Miscellaneous,6014,01/09/2020,30/11/2020
112039157,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039157,Milk Collection (DK),970,01/10/2020,31/12/4000
112039157,Miscellaneous,6007,01/06/2020,31/12/2020
112039157,Milk Collection (DK),955,22/09/2020,31/12/4000
112039162,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039165,Milk Collection (DK),955,22/09/2020,31/12/4000
112039165,Milk Collection (DK),950,22/09/2020,31/12/4000
112039165,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039165,Milk Collection (DK),970,01/10/2020,31/12/4000
112039172,Milk Collection (DK),955,22/09/2020,31/12/4000
112039172,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039172,Miscellaneous,6007,01/06/2020,31/12/2020
112039172,Miscellaneous,6014,01/09/2020,30/11/2020
112039172,Milk Collection (DK),970,01/10/2020,31/12/4000
112039172,Milk Collection (DK),950,22/09/2020,31/12/4000
112039181,Milk Collection (DK),950,22/09/2020,31/12/4000
112039181,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039181,Miscellaneous,6007,01/06/2020,31/12/2020
112039181,Miscellaneous,6014,01/09/2020,30/11/2020
112039181,Milk Collection (DK),970,01/10/2020,31/12/4000
112039181,Milk Collection (DK),955,22/09/2020,31/12/4000
112039197,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039206,Milk Collection (DK),955,22/09/2020,31/12/4000
112039206,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039206,Miscellaneous,6007,01/06/2020,31/12/2020
112039206,Miscellaneous,6014,01/09/2020,30/11/2020
112039207,Milk Standard (DK),OR,01/10/2020,31/12/4000
112039214,Milk Collection (DK),926,22/09/2020,31/12/4000
112039214,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039214,Milk Collection (DK),955,22/09/2020,31/12/4000
112039214,Milk Collection (DK),970,01/10/2020,31/12/4000
112039214,Miscellaneous,6007,01/06/2020,31/12/2020
112039214,Milk Collection (DK),950,22/09/2020,31/12/4000
112039214,Miscellaneous,6014,01/09/2020,30/11/2020
112039227,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039227,Milk Collection (DK),970,01/10/2020,31/12/4000
112039227,Miscellaneous,6014,01/09/2020,30/11/2020
112039227,Miscellaneous,6007,01/06/2020,31/12/2020
112039242,Miscellaneous,6007,01/06/2020,31/12/2020
112039242,Miscellaneous,6014,01/09/2020,30/11/2020
112039242,Milk Collection (DK),970,01/10/2020,31/12/4000
112039242,Milk Collection (DK),950,22/09/2020,31/12/4000
112039242,Milk Collection (DK),955,22/09/2020,31/12/4000
112039242,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039257,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039257,Milk Collection (DK),950,22/09/2020,31/12/4000
112039257,Milk Collection (DK),970,01/10/2020,31/12/4000
112039257,Milk Collection (DK),955,22/09/2020,31/12/4000
112039257,Miscellaneous,6014,01/09/2020,30/11/2020
112039257,Miscellaneous,6007,01/06/2020,31/12/2020
112039270,Milk Collection (DK),970,01/10/2020,31/12/4000
112039270,Miscellaneous,6007,01/06/2020,31/12/2020
112039270,Miscellaneous,6014,01/09/2020,30/11/2020
112039270,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039270,Milk Collection (DK),955,22/09/2020,31/12/4000
112039274,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039274,Milk Collection (DK),950,22/09/2020,31/12/4000
112039274,Milk Collection (DK),955,22/09/2020,31/12/4000
112039274,Miscellaneous,6014,01/09/2020,30/11/2020
112039274,Milk Collection (DK),970,01/10/2020,31/12/4000
112039274,Miscellaneous,6007,01/06/2020,31/12/2020
112039285,Miscellaneous,6007,01/06/2020,31/12/2020
112039285,Miscellaneous,6014,01/09/2020,30/11/2020
112039285,Milk Collection (DK),970,01/10/2020,31/12/4000
112039285,Milk Collection (DK),955,22/09/2020,31/12/4000
112039285,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039285,Milk Collection (DK),950,22/09/2020,31/12/4000
112039290,Milk Collection (DK),955,22/09/2020,31/12/4000
112039290,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039291,Milk Collection (DK),955,22/09/2020,31/12/4000
112039291,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039302,Miscellaneous,6007,01/06/2020,31/12/2020
112039302,Milk Collection (DK),955,22/09/2020,31/12/4000
112039302,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039302,Miscellaneous,6014,01/09/2020,30/11/2020
112039323,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039326,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039326,Miscellaneous,6014,01/09/2020,30/11/2020
112039326,Milk Collection (DK),950,22/09/2020,31/12/4000
112039326,Milk Collection (DK),955,22/09/2020,31/12/4000
112039326,Milk Collection (DK),970,01/10/2020,31/12/4000
112039326,Miscellaneous,6007,01/06/2020,31/12/2020
112039330,Milk Standard (DK),NG,01/10/2020,31/12/4000
112039330,Miscellaneous,6007,01/06/2020,31/12/2020
112039330,Miscellaneous,6014,01/09/2020,30/11/2020
112039330,Milk Collection (DK),950,22/09/2020,31/12/4000
112039330,Milk Collection (DK),970,01/10/2020,31/12/4000
112039330,Milk Collection (DK),955,22/09/2020,31/12/4000
112039342,Miscellaneous,6007,01/06/2020,31/12/2020
112039342,Miscellaneous,6014,01/09/2020,30/11/2020
112039342,Milk Collection (DK),955,22/09/2020,31/12/4000
112039342,Milk Collection (DK),970,01/10/2020,31/12/4000
112039342,Milk Collection (DK),950,22/09/2020,31/12/4000
112039342,Milk Standard (DK),OR,01/10/2020,31/12/4000
112039349,Milk Collection (DK),970,01/10/2020,31/12/4000
112039349,Miscellaneous,6014,01/09/2020,30/11/2020
112039349,Miscellaneous,6007,01/06/2020,31/12/2020
112039349,Milk Collection (DK),950,22/09/2020,31/12/4000
112039349,Milk Standard (DK),OR,01/10/2020,31/12/4000
112039349,Milk Collection (DK),955,22/09/2020,31/12/4000
112039367,Miscellaneous,6007,01/06/2020,31/12/2020
112039367,Milk Collection (DK),955,22/09/2020,31/12/4000
112039367,Milk Collection (DK),950,22/09/2020,31/12/4000
112039367,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039367,Miscellaneous,6014,01/09/2020,30/11/2020
112039367,Milk Collection (DK),970,01/10/2020,31/12/4000
112039373,Miscellaneous,6014,01/09/2020,30/11/2020
112039373,Milk Collection (DK),970,01/10/2020,31/12/4000
112039373,Milk Collection (DK),955,22/09/2020,31/12/4000
112039373,Milk Collection (DK),950,22/09/2020,31/12/4000
112039373,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039373,Miscellaneous,6007,01/06/2020,31/12/2020
112039375,Milk Collection (DK),950,22/09/2020,31/12/4000
112039375,Miscellaneous,6007,01/06/2020,31/12/2020
112039375,Miscellaneous,6014,01/09/2020,30/11/2020
112039375,Milk Collection (DK),955,22/09/2020,31/12/4000
112039375,Milk Standard (DK),OR,01/10/2020,31/12/4000
112039376,Miscellaneous,6007,01/06/2020,31/12/2020
112039376,Milk Collection (DK),950,22/09/2020,31/12/4000
112039376,Milk Collection (DK),955,22/09/2020,31/12/4000
112039376,Miscellaneous,6014,01/09/2020,30/11/2020
112039376,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039377,Milk Collection (DK),970,01/10/2020,31/12/4000
112039377,Milk Collection (DK),955,22/09/2020,31/12/4000
112039377,Miscellaneous,6014,01/09/2020,30/11/2020
112039377,Miscellaneous,6007,01/06/2020,31/12/2020
112039377,Milk Collection (DK),950,22/09/2020,31/12/4000
112039377,Milk Standard (DK),NG,01/10/2020,31/12/4000
112039377,Milk Concepts (DK),6005,01/10/2020,31/12/4000
112039392,Milk Collection (DK),955,22/09/2020,31/12/4000
112039392,Milk Collection (DK),950,22/09/2020,31/12/4000
112039392,Miscellaneous,6007,01/06/2020,31/12/2020
112039392,Milk Standard (DK),NG,01/10/2020,31/12/4000
112039392,Miscellaneous,6014,01/09/2020,30/11/2020
112039392,Milk Collection (DK),970,01/10/2020,31/12/4000
112039392,Milk Concepts (DK),6005,01/10/2020,31/12/4000
112039393,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039393,Miscellaneous,6014,01/09/2020,30/11/2020
112039393,Miscellaneous,6007,01/06/2020,31/12/2020
112039393,Milk Collection (DK),926,22/09/2020,31/12/4000
112039400,Miscellaneous,6014,01/09/2020,30/11/2020
112039400,Milk Collection (DK),950,22/09/2020,31/12/4000
112039400,Miscellaneous,6007,01/06/2020,31/12/2020
112039400,Milk Collection (DK),955,22/09/2020,31/12/4000
112039400,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039400,Milk Collection (DK),970,01/10/2020,31/12/4000
112039409,Milk Collection (DK),950,22/09/2020,31/12/4000
112039409,Milk Collection (DK),955,22/09/2020,31/12/4000
112039409,Miscellaneous,6007,01/06/2020,31/12/2020
112039409,Miscellaneous,6014,01/09/2020,30/11/2020
112039409,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039410,Miscellaneous,6014,01/09/2020,30/11/2020
112039410,Miscellaneous,6007,01/06/2020,31/12/2020
112039410,Milk Standard (DK),NG,01/10/2020,31/12/4000
112039410,Milk Concepts (DK),6006,01/10/2020,31/12/4000
112039410,Milk Collection (DK),950,22/09/2020,31/12/4000
112039410,Milk Collection (DK),955,22/09/2020,31/12/4000
112039415,Milk Collection (DK),955,22/09/2020,31/12/4000
112039415,Milk Collection (DK),970,01/10/2020,31/12/4000
112039415,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039415,Milk Collection (DK),950,22/09/2020,31/12/4000
112039415,Miscellaneous,6014,01/09/2020,30/11/2020
112039415,Miscellaneous,6007,01/06/2020,31/12/2020
112039440,Miscellaneous,6014,01/09/2020,30/11/2020
112039440,Miscellaneous,6007,01/06/2020,31/12/2020
112039440,Milk Collection (DK),970,01/10/2020,31/12/4000
112039440,Milk Collection (DK),955,22/09/2020,31/12/4000
112039440,Milk Standard (DK),AM,01/10/2020,31/12/4000
112039447,Milk Standard (DK),OR,01/10/2020,31/12/4000
112039447,Miscellaneous,6014,01/09/2020,30/11/2020
112039447,Miscellaneous,6007,01/06/2020,31/12/2020
